Date,Cured,Death,Confirmed,Total_Confirmed_cases_Indian_National,Total_Confirmed_cases_Foreign_National,Active cases,%Death rate,%Cure rate,%Active rate,Daily_cases
27-02-2020,0,0,3,3.0,0.0,3,0.0,0.0,100.0,0
28-02-2020,0,0,3,3.0,0.0,3,0.0,0.0,100.0,0
29-02-2020,0,0,3,3.0,0.0,3,0.0,0.0,100.0,0
01-03-2020,0,0,3,3.0,0.0,3,0.0,0.0,100.0,0
02-03-2020,0,0,5,5.0,0.0,5,0.0,0.0,100.0,2
03-03-2020,3,0,6,6.0,0.0,3,0.0,50.0,50.0,1
04-03-2020,3,0,28,14.0,14.0,25,0.0,10.714285714285714,89.28571428571429,22
05-03-2020,3,0,30,16.0,14.0,27,0.0,10.0,90.0,2
06-03-2020,3,0,31,17.0,14.0,28,0.0,9.67741935483871,90.32258064516128,1
07-03-2020,3,0,34,20.0,14.0,31,0.0,8.823529411764707,91.17647058823529,3
08-03-2020,3,0,39,25.0,14.0,36,0.0,7.6923076923076925,92.3076923076923,5
09-03-2020,3,0,46,32.0,14.0,43,0.0,6.521739130434782,93.47826086956522,7
10-03-2020,3,0,58,44.0,14.0,55,0.0,5.172413793103448,94.82758620689656,12
11-03-2020,3,0,60,44.0,16.0,57,0.0,5.0,95.0,2
12-03-2020,3,0,74,57.0,17.0,71,0.0,4.054054054054054,95.94594594594594,14
13-03-2020,3,1,81,64.0,17.0,77,1.2345679012345678,3.7037037037037033,95.06172839506173,7
14-03-2020,10,2,84,67.0,17.0,72,2.380952380952381,11.904761904761903,85.71428571428571,3
15-03-2020,13,2,110,93.0,17.0,95,1.8181818181818181,11.818181818181818,86.36363636363636,26
16-03-2020,13,2,114,97.0,17.0,99,1.7543859649122806,11.403508771929824,86.8421052631579,4
17-03-2020,14,3,137,113.0,24.0,120,2.18978102189781,10.218978102189782,87.59124087591242,23
18-03-2020,14,3,151,126.0,25.0,134,1.9867549668874174,9.271523178807946,88.74172185430463,14
19-03-2020,20,4,173,148.0,25.0,149,2.312138728323699,11.560693641618498,86.1271676300578,22
20-03-2020,23,4,223,191.0,32.0,196,1.7937219730941705,10.31390134529148,87.89237668161435,50
21-03-2020,23,4,283,242.0,41.0,256,1.4134275618374559,8.12720848056537,90.45936395759718,60
22-03-2020,24,7,360,317.0,43.0,329,1.9444444444444444,6.666666666666667,91.38888888888889,77
23-03-2020,24,7,433,391.0,42.0,402,1.6166281755196306,5.542725173210162,92.8406466512702,73
24-03-2020,40,9,519,472.0,47.0,470,1.7341040462427744,7.7071290944123305,90.5587668593449,86
25-03-2020,43,10,606,563.0,43.0,553,1.65016501650165,7.095709570957095,91.25412541254126,87
26-03-2020,45,15,694,647.0,47.0,634,2.161383285302594,6.484149855907781,91.35446685878964,88
27-03-2020,67,17,724,677.0,47.0,640,2.3480662983425415,9.25414364640884,88.39779005524862,30
28-03-2020,80,19,909,862.0,47.0,810,2.0902090209020905,8.800880088008801,89.10891089108911,185
29-03-2020,96,27,1024,938.0,86.0,901,2.63671875,9.375,87.98828125,115
30-03-2020,102,31,1251,1197.0,54.0,1118,2.478017585931255,8.15347721822542,89.36850519584333,227
31-03-2020,124,35,1397,1349.0,48.0,1238,2.505368647100931,8.876163206871867,88.6184681460272,146
01-04-2020,144,41,1834,1754.0,80.0,1649,2.2355507088331517,7.851690294438386,89.91275899672846,437
02-04-2020,156,53,2069,2002.0,67.0,1860,2.5616239729337846,7.5398743354277435,89.89850169163847,235
03-04-2020,163,62,2547,2499.0,48.0,2322,2.434236356497841,6.399685904986259,91.16607773851591,478
04-04-2020,213,75,3072,3024.0,48.0,2784,2.44140625,6.93359375,90.625,525
05-04-2020,275,83,3577,3529.0,48.0,3219,2.3203802068772714,7.688006709533128,89.99161308358961,505
06-04-2020,319,111,4281,4215.0,66.0,3851,2.592852137351086,7.451530016351319,89.9556178462976,704
07-04-2020,353,124,4789,4723.0,66.0,4312,2.589267070369597,7.371058676132804,90.03967425349761,508
08-04-2020,411,149,5274,5208.0,66.0,4714,2.825180128934395,7.792946530147896,89.3818733409177,485
09-04-2020,478,169,5865,5794.0,71.0,5218,2.8815004262574595,8.15004262574595,88.96845694799659,591
10-04-2020,516,206,6761,6690.0,71.0,6039,3.046886555243307,7.632007099541488,89.32110634521521,896
11-04-2020,653,242,7529,7458.0,71.0,6634,3.214238278655864,8.6731305618276,88.11263115951654,768
