Date,Time,Cured,Deaths,Confirmed,Total_Confirmed_cases_Indian_National,Total_Confirmed_cases_Foreign_National,Active cases,%Death rate,%Cure rate,%Active rate
02-05-2020,5:00 PM,735,236,4721,4712.0,9.0,3750,4.998940902351197,15.56873543740733,79.43232366024148
03-05-2020,5:00 PM,896,262,5055,5046.0,9.0,3897,5.182987141444115,17.725024727992086,77.09198813056379
04-05-2020,5:00 PM,1042,290,5428,5419.0,9.0,4096,5.342667649226234,19.19675755342668,75.46057479734709
05-05-2020,5:00 PM,1195,319,5804,5795.0,9.0,4290,5.496209510682288,20.589248793935216,73.9145416953825
06-05-2020,8:00 AM,1381,368,6245,6236.0,9.0,4496,5.89271417133707,22.113690952762212,71.99359487590073
07-05-2020,8:00 AM,1500,396,6625,6616.0,9.0,4729,5.977358490566038,22.641509433962266,71.3811320754717
08-05-2020,8:00 AM,1709,425,7012,7003.0,9.0,4878,6.061038220193953,24.37250427837992,69.56645750142613
09-05-2020,8:00 AM,1872,449,7402,7393.0,9.0,5081,6.065928127533099,25.29046203728722,68.64360983517969
10-05-2020,8:00 AM,2091,472,7796,7787.0,9.0,5233,6.054386865059005,26.82144689584402,67.12416623909697
11-05-2020,8:00 AM,2545,493,8194,8185.0,9.0,5156,6.016597510373444,31.05931169148157,62.92409079814498
12-05-2020,8:00 AM,2780,513,8541,8532.0,9.0,5248,6.006322444678609,32.548881863950356,61.444795691371034
13-05-2020,8:00 AM,3246,537,8903,8894.0,9.0,5120,6.031674716387735,36.4596203526901,57.508704930922164
14-05-2020,8:00 AM,3562,566,9267,9258.0,9.0,5139,6.107693967842883,38.43746627819144,55.45483975396569
15-05-2020,8:00 AM,3753,586,9591,9582.0,9.0,5252,6.1098946929413,39.130434782608695,54.75967052445001
16-05-2020,8:00 AM,4035,606,9931,9922.0,9.0,5290,6.102104521196254,40.63034941093546,53.26754606786829
17-05-2020,8:00 AM,4308,625,10988,10979.0,9.0,6055,5.688023298143429,39.206406989443025,55.10556971241354
18-05-2020,8:00 AM,4499,659,11379,11370.0,9.0,6221,5.791370067668512,39.53774496880218,54.67088496352931
19-05-2020,8:00 AM,4804,694,11745,11736.0,9.0,6247,5.908897403150277,40.902511707109404,53.18859088974032
20-05-2020,8:00 AM,5043,719,12140,12131.0,9.0,6378,5.922570016474465,41.540362438220754,52.53706754530478
21-05-2020,8:00 AM,5219,749,12537,12528.0,9.0,6569,5.974316024567281,41.62877881470846,52.39690516072426
22-05-2020,8:00 AM,5488,773,12905,12896.0,9.0,6644,5.989926385122046,42.526152654010076,51.48392096086788
23-05-2020,8:00 AM,5880,802,13268,13259.0,9.0,6586,6.044618631293337,44.31715405486886,49.63822731383781
24-05-2020,8:00 AM,6169,829,13664,13655.0,9.0,6666,6.067037470725995,45.1478337236534,48.78512880562061
25-05-2020,8:00 AM,6412,858,14056,14047.0,9.0,6786,6.104154809334092,45.61752988047809,48.27831531018782
26-05-2020,8:00 AM,6636,888,14460,14451.0,9.0,6936,6.141078838174273,45.892116182572614,47.96680497925311
27-05-2020,8:00 AM,7139,915,14821,14812.0,9.0,6767,6.173672491734701,48.16813980163282,45.65818770663248
28-05-2020,8:00 AM,7549,938,15195,15186.0,9.0,6708,6.17308325106943,49.68081605791379,44.146100691016784
29-05-2020,8:00 AM,8003,960,15562,15553.0,9.0,6599,6.168872895514715,51.42655185708777,42.40457524739751
30-05-2020,8:00 AM,8611,980,15934,15925.0,9.0,6343,6.150370277394251,54.04167189657336,39.807957826032386
31-05-2020,8:00 AM,9230,1007,16343,16334.0,9.0,6106,6.161659426053968,56.47677904913419,37.36156152481185
01-06-2020,8:00 AM,9919,1038,16779,16770.0,9.0,5822,6.1863043089576255,59.11556111806424,34.69813457297813
02-06-2020,8:00 AM,10780,1063,17200,17191.0,9.0,5357,6.180232558139535,62.67441860465116,31.1453488372093
03-06-2020,8:00 AM,11894,1092,17617,17608.0,9.0,4631,6.198558210819096,67.51433274677868,26.287109042402225
04-06-2020,8:00 AM,12212,1122,18100,18091.0,9.0,4766,6.198895027624309,67.4696132596685,26.331491712707184
05-06-2020,8:00 AM,12667,1155,18584,18575.0,9.0,4762,6.215023676280672,68.1607834696513,25.624192854068017
06-06-2020,8:00 AM,13003,1190,19094,19085.0,9.0,4901,6.232324290352991,68.09992667853776,25.66774903110925
07-06-2020,8:00 AM,13316,1219,19592,19583.0,9.0,5057,6.221927317272356,67.96651694569212,25.811555737035523
08-06-2020,8:00 AM,13635,1249,20070,20061.0,9.0,5186,6.223218734429497,67.9372197309417,25.839561534628796
09-06-2020,8:00 AM,13956,1280,20545,20536.0,9.0,5309,6.230226332440983,67.9289364808956,25.840837186663425
10-06-2020,8:00 AM,14365,1313,21014,21005.0,9.0,5336,6.2482154753973544,68.35918911202056,25.392595412582086
11-06-2020,8:00 AM,14735,1347,21521,21512.0,9.0,5439,6.259002834440778,68.46800799219366,25.272989173365552
12-06-2020,8:00 AM,15101,1385,22032,22023.0,9.0,5546,6.286310820624546,68.54121278140886,25.17247639796659
13-06-2020,8:00 AM,15493,1415,22527,22518.0,9.0,5619,6.281351267368048,68.77524748080081,24.943401251831133
14-06-2020,8:00 AM,15883,1448,23038,23029.0,9.0,5707,6.2852678183870125,68.94261654657522,24.772115635037764
15-06-2020,8:00 AM,16325,1477,23544,23535.0,9.0,5742,6.273360516479783,69.33826027862725,24.388379204892967
16-06-2020,8:00 AM,16664,1505,24055,24046.0,9.0,5886,6.256495531074621,69.27457908958637,24.468925379339016
17-06-2020,8:00 AM,17082,1533,24577,24568.0,9.0,5962,6.237539162631729,69.50400781218212,24.25845302518615
18-06-2020,8:00 AM,17430,1560,25093,25084.0,9.0,6103,6.216873231578528,69.4616028374447,24.321523930976767
19-06-2020,8:00 AM,17819,1591,25601,25592.0,9.0,6191,6.214600992148744,69.60274989258231,24.182649115268934
20-06-2020,8:00 AM,18159,1618,26141,26132.0,9.0,6364,6.189510730270456,69.46559045178073,24.344898817948817
21-06-2020,8:00 AM,18694,1638,26680,26671.0,9.0,6348,6.139430284857571,70.06746626686656,23.79310344827586
22-06-2020,8:00 AM,19349,1663,27260,27251.0,9.0,6248,6.100513573000733,70.97945707997066,22.920029347028613
23-06-2020,8:00 AM,19909,1684,27825,27816.0,9.0,6232,6.052111410601976,71.5507637017071,22.397124887690925
24-06-2020,8:00 AM,20513,1710,28371,28362.0,9.0,6148,6.027281378872792,72.3027034648056,21.670015156321597
25-06-2020,8:00 AM,21088,1735,28943,28934.0,9.0,6120,5.994540994368241,72.8604498497046,21.145009155927166
26-06-2020,8:00 AM,21498,1753,29520,29511.0,9.0,6269,5.938346883468835,72.82520325203252,21.236449864498645
27-06-2020,8:00 AM,22030,1771,30095,30086.0,9.0,6294,5.884698454892839,73.20152849310517,20.913773052001993
28-06-2020,8:00 AM,22409,1789,30709,30700.0,9.0,6511,5.825653717151324,72.97209287179655,21.202253411052137
29-06-2020,8:00 AM,22800,1808,31320,31311.0,9.0,6712,5.772669220945083,72.79693486590038,21.430395913154534
30-06-2020,8:00 AM,23240,1827,31938,31929.0,9.0,6871,5.720458388126996,72.76598409418249,21.513557517690526
01-07-2020,8:00 AM,23662,1846,32557,32548.0,9.0,7049,5.670055594802961,72.67868661117424,21.65125779402279
02-07-2020,8:00 AM,24030,1867,33232,33223.0,9.0,7335,5.618078960038518,72.30982185844968,22.072099181511796
03-07-2020,8:00 AM,24593,1886,33913,33904.0,9.0,7434,5.561289181139975,72.51791348450448,21.92079733435556
04-07-2020,8:00 AM,24933,1904,34600,34591.0,9.0,7763,5.502890173410405,72.0606936416185,22.436416184971097
05-07-2020,8:00 AM,25406,1925,35312,35303.0,9.0,7981,5.45140462165836,71.94721341187132,22.60138196647032
06-07-2020,8:00 AM,25892,1943,36037,36028.0,9.0,8202,5.391680772539335,71.84837805588701,22.75994117157366
07-07-2020,8:00 AM,26315,1960,36772,36763.0,9.0,8497,5.330142499728054,71.56260197976721,23.107255520504733
08-07-2020,8:00 AM,26720,1977,37550,37541.0,9.0,8853,5.264980026631159,71.15845539280959,23.576564580559253
09-07-2020,8:00 AM,27289,1993,38333,38324.0,9.0,9051,5.199175645005609,71.18931468969295,23.611509665301437
10-07-2020,8:00 AM,27718,2008,39194,39185.0,9.0,9468,5.123233147930806,70.72000816451498,24.156758687554216
11-07-2020,8:00 AM,28147,2022,40069,40060.0,9.0,9900,5.046295140881978,70.2463250892211,24.707379769896928
12-07-2020,8:00 AM,28649,2032,40941,40932.0,9.0,10260,4.963239784079529,69.97630736914095,25.060452846779512
13-07-2020,8:00 AM,29162,2045,41820,41811.0,9.0,10613,4.890004782400765,69.73218555714968,25.377809660449547
14-07-2020,8:00 AM,29770,2055,42722,42713.0,9.0,10897,4.810168063292917,69.68306727213145,25.506764664575627
15-07-2020,8:00 AM,30503,2069,43637,43628.0,9.0,11065,4.741389188074341,69.90168893370306,25.35692187822261
16-07-2020,8:00 AM,31286,2079,44552,44543.0,9.0,11187,4.666457173639792,70.22355898725085,25.109983839109358
17-07-2020,8:00 AM,32103,2089,45481,45472.0,9.0,11289,4.593126800202282,70.58551922780941,24.8213539719883
18-07-2020,8:00 AM,32973,2106,46430,46421.0,9.0,11351,4.535860435063537,71.01658410510446,24.447555459832003
19-07-2020,8:00 AM,34035,2122,47390,47381.0,9.0,11233,4.477737919392276,71.81894914538933,23.703312935218403
20-07-2020,8:00 AM,34901,2142,48355,48346.0,9.0,11312,4.429738393134112,72.17661048495502,23.393651121910867
21-07-2020,8:00 AM,35678,2162,49353,49344.0,9.0,11513,4.380686077847344,72.29145138086844,23.327862541284215
22-07-2020,8:00 AM,36423,2196,50379,50370.0,9.0,11760,4.3589590900970645,72.29798130173286,23.343059608170073
23-07-2020,8:00 AM,37260,2224,51399,51390.0,9.0,11915,4.326932430592035,72.4916827175626,23.181384851845365
24-07-2020,8:00 AM,37978,2252,52477,52468.0,9.0,12247,4.291403853116604,72.37075290127103,23.337843245612362
25-07-2020,8:00 AM,38849,2278,53545,53536.0,9.0,12418,4.254365486973573,72.55392660379121,23.191707909235223
26-07-2020,8:00 AM,39631,2300,54626,54617.0,9.0,12695,4.210449236627247,72.54970160729323,23.239849156079522
27-07-2020,8:00 AM,40365,2326,55822,55813.0,9.0,13131,4.166815950700441,72.3102002794597,23.522983769839847
28-07-2020,8:00 AM,41380,2348,56874,56865.0,9.0,13146,4.128424236030524,72.75732320568274,23.114252558286736
29-07-2020,8:00 AM,42412,2372,57982,57973.0,9.0,13198,4.090924769756131,73.14683867407126,22.762236556172606
30-07-2020,8:00 AM,43195,2396,59126,59117.0,9.0,13535,4.052362750735717,73.05584683557149,22.891790413692792
31-07-2020,8:00 AM,44074,2418,60285,60276.0,9.0,13793,4.010947997014182,73.10939703077051,22.87965497221531
01-08-2020,8:00 AM,44907,2441,61438,61429.0,9.0,14090,3.973111103877079,73.09319964842605,22.933689247696865
02-08-2020,8:00 AM,45699,2464,62463,62454.0,9.0,14300,3.9447352832877063,73.16171173334615,22.893552983366153
03-08-2020,8:00 AM,46504,2486,63562,63553.0,9.0,14572,3.91114187722224,73.16321072338819,22.92564739938957
04-08-2020,8:00 AM,47478,2508,64585,64576.0,9.0,14599,3.883254625687079,73.51242548579393,22.604319888519004
05-08-2020,8:00 AM,48376,2533,65599,65590.0,9.0,14690,3.8613393496852084,73.74502660101527,22.393634049299532
06-08-2020,8:00 AM,49433,2556,66669,66660.0,9.0,14680,3.8338658146964857,74.14690485832995,22.019229326973555
07-08-2020,8:00 AM,50350,2583,67699,67690.0,9.0,14766,3.815418248423167,74.37332900042837,21.811252751148466
08-08-2020,8:00 AM,51720,2605,68768,68759.0,9.0,14443,3.7880991158678454,75.20939972080038,21.002501163331782
09-08-2020,8:00 AM,52855,2628,69869,69860.0,9.0,14386,3.7613247649172026,75.64871402195537,20.589961213127424
10-08-2020,8:00 AM,54166,2652,70965,70956.0,9.0,14147,3.7370534770661594,76.32776720918763,19.93517931374621
11-08-2020,8:00 AM,55304,2672,72031,72022.0,9.0,14055,3.7095139592675372,76.77805389346254,19.512432147269926
12-08-2020,8:00 AM,56444,2695,73163,73154.0,9.0,14024,3.68355589573965,77.14828533548378,19.168158768776568
13-08-2020,8:00 AM,57421,2713,74318,74309.0,9.0,14184,3.650528808633171,77.26391991173067,19.08555127963616
14-08-2020,8:00 AM,58467,2731,75408,75399.0,9.0,14210,3.6216316571186082,77.53421387651177,18.844154466369616
15-08-2020,8:00 AM,59538,2746,76480,76471.0,9.0,14196,3.590481171548117,77.84780334728033,18.561715481171547
16-08-2020,8:00 AM,60553,2765,77559,77550.0,9.0,14241,3.5650279142330357,78.07346665119458,18.36150543457239
17-08-2020,8:00 AM,61512,2785,78680,78671.0,9.0,14383,3.539654295882054,78.17996949669548,18.28037620742247
18-08-2020,8:00 AM,62595,2800,79710,79701.0,9.0,14315,3.5127336595157446,78.52841550621001,17.958850834274244
19-08-2020,8:00 AM,63703,2820,80802,80793.0,9.0,14279,3.4900126234499145,78.83839508923046,17.67159228731962
20-08-2020,8:00 AM,64823,2837,81942,81933.0,9.0,14282,3.462204974250079,79.10839374191502,17.42940128383491
21-08-2020,8:00 AM,65946,2853,83107,83098.0,9.0,14308,3.432923821098102,79.35071654613931,17.216359632762586
22-08-2020,8:00 AM,67267,2867,84311,84302.0,9.0,14177,3.4005052721471696,79.78436977381362,16.815124954039213
23-08-2020,8:00 AM,68243,2881,85523,85514.0,9.0,14399,3.368684447458578,79.79490897185553,16.836406580685896
24-08-2020,8:00 AM,69212,2895,86624,86615.0,9.0,14517,3.3420299224233467,79.89933505725895,16.758635020317694
25-08-2020,8:00 AM,70231,2908,87691,87682.0,9.0,14552,3.316189802830393,80.0891767684255,16.594633428744114
26-08-2020,8:00 AM,71236,2928,88805,88796.0,9.0,14641,3.2971116491188557,80.21620404256518,16.486684308315976
27-08-2020,8:00 AM,72282,2945,89994,89985.0,9.0,14767,3.2724403849145496,80.3186879125275,16.40887170255795
28-08-2020,8:00 AM,73475,2962,91179,91170.0,9.0,14742,3.248555040085985,80.58324833569134,16.168196624222684
29-08-2020,8:00 AM,74525,2976,92452,92443.0,9.0,14951,3.2189676805261107,80.6093973088738,16.171635010600095
30-08-2020,8:00 AM,75636,2989,93734,93725.0,9.0,15109,3.1888108903919603,80.69217146392984,16.119017645678195
31-08-2020,8:00 AM,76731,3006,95009,95000.0,9.0,15272,3.1639107873990886,80.76182256417813,16.074266648422782
01-09-2020,8:00 AM,77756,3020,96300,96291.0,9.0,15524,3.136033229491173,80.7435098650052,16.120456905503637
02-09-2020,8:00 AM,78887,3034,97629,97620.0,9.0,15708,3.1076831679111736,80.80283522314066,16.089481608948162
03-09-2020,8:00 AM,79929,3046,98888,98879.0,9.0,15913,3.080252406763207,80.82780519375456,16.091942399482242
