Date,Time,Cured,Deaths,Confirmed,Total_Confirmed_cases_Indian_National,Total_Confirmed_cases_Foreign_National,Active cases,%Death rate,%Cure rate,%Active rate
02-03-2020,6:00 PM,0,0,1,1.0,0.0,1,0.0,0.0,100.0
03-03-2020,6:00 PM,0,0,1,1.0,0.0,1,0.0,0.0,100.0
04-03-2020,6:00 PM,0,0,1,1.0,0.0,1,0.0,0.0,100.0
05-03-2020,6:00 PM,0,0,2,2.0,0.0,2,0.0,0.0,100.0
06-03-2020,6:00 PM,0,0,3,3.0,0.0,3,0.0,0.0,100.0
07-03-2020,6:00 PM,0,0,3,3.0,0.0,3,0.0,0.0,100.0
08-03-2020,6:00 PM,0,0,3,3.0,0.0,3,0.0,0.0,100.0
09-03-2020,6:00 PM,0,0,4,4.0,0.0,4,0.0,0.0,100.0
10-03-2020,6:00 PM,0,0,4,4.0,0.0,4,0.0,0.0,100.0
11-03-2020,6:00 PM,0,0,5,-9.0,14.0,5,0.0,0.0,100.0
12-03-2020,6:00 PM,0,0,6,6.0,0.0,6,0.0,0.0,100.0
13-03-2020,6:00 PM,0,0,6,6.0,0.0,6,0.0,0.0,100.0
14-03-2020,6:00 PM,1,1,7,7.0,0.0,5,14.285714285714285,14.285714285714285,71.42857142857143
15-03-2020,6:00 PM,2,1,7,7.0,0.0,4,14.285714285714285,28.57142857142857,57.14285714285714
16-03-2020,6:00 PM,2,1,7,7.0,0.0,4,14.285714285714285,28.57142857142857,57.14285714285714
17-03-2020,6:00 PM,2,1,8,8.0,0.0,5,12.5,25.0,62.5
18-03-2020,6:00 PM,2,1,10,9.0,1.0,7,10.0,20.0,70.0
19-03-2020,6:00 PM,3,1,12,11.0,1.0,8,8.333333333333332,25.0,66.66666666666666
20-03-2020,6:00 PM,5,1,17,16.0,1.0,11,5.88235294117647,29.411764705882355,64.70588235294117
21-03-2020,6:00 PM,5,1,26,25.0,1.0,20,3.8461538461538463,19.230769230769234,76.92307692307693
22-03-2020,6:00 PM,5,1,29,28.0,1.0,23,3.4482758620689653,17.24137931034483,79.3103448275862
23-03-2020,6:00 PM,5,1,29,28.0,1.0,23,3.4482758620689653,17.24137931034483,79.3103448275862
24-03-2020,6:00 PM,6,1,30,29.0,1.0,23,3.3333333333333335,20.0,76.66666666666667
25-03-2020,6:00 PM,6,1,31,30.0,1.0,24,3.225806451612903,19.35483870967742,77.41935483870968
26-03-2020,6:00 PM,6,1,36,35.0,1.0,29,2.7777777777777777,16.666666666666664,80.55555555555556
27-03-2020,10:00 AM,6,1,36,35.0,1.0,29,2.7777777777777777,16.666666666666664,80.55555555555556
28-03-2020,6:00 PM,6,1,39,38.0,1.0,32,2.564102564102564,15.384615384615385,82.05128205128204
29-03-2020,7:30 PM,6,2,49,38.0,11.0,41,4.081632653061225,12.244897959183673,83.6734693877551
30-03-2020,9:30 PM,6,2,87,86.0,1.0,79,2.2988505747126435,6.896551724137931,90.80459770114942
31-03-2020,8:30 PM,6,2,97,96.0,1.0,89,2.0618556701030926,6.185567010309279,91.75257731958763
01-04-2020,7:30 PM,6,2,152,149.0,3.0,144,1.3157894736842104,3.9473684210526314,94.73684210526315
02-04-2020,6:00 PM,8,4,219,209.0,10.0,207,1.82648401826484,3.65296803652968,94.52054794520548
03-04-2020,6:00 PM,8,4,219,218.0,1.0,207,1.82648401826484,3.65296803652968,94.52054794520548
04-04-2020,6:00 PM,15,6,445,444.0,1.0,424,1.348314606741573,3.3707865168539324,95.28089887640449
05-04-2020,6:00 PM,18,7,503,502.0,1.0,478,1.3916500994035785,3.5785288270377733,95.02982107355865
06-04-2020,6:00 PM,19,7,523,520.0,3.0,497,1.338432122370937,3.632887189292543,95.02868068833652
07-04-2020,6:00 PM,21,7,576,573.0,3.0,548,1.215277777777778,3.6458333333333335,95.13888888888889
08-04-2020,5:00 PM,21,9,576,573.0,3.0,546,1.5625,3.6458333333333335,94.79166666666666
09-04-2020,5:00 PM,21,9,669,666.0,3.0,639,1.345291479820628,3.1390134529147984,95.51569506726457
10-04-2020,5:00 PM,25,13,898,895.0,3.0,860,1.447661469933185,2.783964365256125,95.7683741648107
11-04-2020,5:00 PM,25,14,903,900.0,3.0,864,1.550387596899225,2.768549280177187,95.68106312292359
12-04-2020,5:00 PM,25,19,1069,1066.0,3.0,1025,1.7773620205799812,2.3386342376052385,95.88400374181478
13-04-2020,5:00 PM,27,24,1154,1151.0,3.0,1103,2.079722703639515,2.3396880415944543,95.58058925476604
14-04-2020,5:00 PM,30,28,1510,1506.0,4.0,1452,1.8543046357615895,1.9867549668874174,96.15894039735099
15-04-2020,5:00 PM,30,30,1561,1557.0,4.0,1501,1.9218449711723256,1.9218449711723256,96.15631005765535
16-04-2020,5:00 PM,42,32,1578,1574.0,4.0,1504,2.027883396704689,2.6615969581749046,95.31051964512041
17-04-2020,5:00 PM,51,38,1640,1636.0,4.0,1551,2.317073170731707,3.1097560975609757,94.57317073170731
18-04-2020,5:00 PM,72,42,1707,1703.0,4.0,1593,2.460456942003515,4.21792618629174,93.32161687170475
19-04-2020,5:00 PM,72,43,1893,1889.0,4.0,1778,2.271526677231907,3.8034865293185423,93.92498679344955
20-04-2020,5:00 PM,290,45,2003,1999.0,4.0,1668,2.246630054917624,14.478282576135795,83.27508736894657
21-04-2020,5:00 PM,431,47,2081,2076.0,5.0,1603,2.2585295530994713,20.71119654012494,77.03027390677559
22-04-2020,5:00 PM,611,47,2156,2151.0,5.0,1498,2.1799628942486082,28.339517625231913,69.48051948051948
23-04-2020,5:00 PM,724,48,2248,2243.0,5.0,1476,2.135231316725979,32.20640569395018,65.65836298932385
24-04-2020,5:00 PM,808,50,2376,2371.0,5.0,1518,2.1043771043771047,34.00673400673401,63.888888888888886
25-04-2020,5:00 PM,857,53,2514,2500.0,14.0,1604,2.1081941129673827,34.08910103420843,63.802704852824185
26-04-2020,5:00 PM,869,54,2625,2611.0,14.0,1702,2.057142857142857,33.1047619047619,64.83809523809524
27-04-2020,5:00 PM,877,54,2918,2904.0,14.0,1987,1.8505825908156273,30.05483207676491,68.09458533241947
28-04-2020,5:00 PM,877,54,3108,3094.0,14.0,2177,1.7374517374517375,28.217503217503214,70.04504504504504
29-04-2020,5:00 PM,1078,54,3314,3300.0,14.0,2182,1.6294508147254072,32.52866626433313,65.84188292094146
30-04-2020,5:00 PM,1092,56,3439,3425.0,14.0,2291,1.628380343123001,31.75341669089852,66.61820296597848
01-05-2020,5:00 PM,1094,59,3515,3501.0,14.0,2362,1.6785206258890468,31.12375533428165,67.1977240398293
02-05-2020,5:00 PM,1167,61,3738,3724.0,14.0,2510,1.631888710540396,31.219903691813805,67.14820759764581
03-05-2020,5:00 PM,1256,64,4122,4108.0,14.0,2802,1.5526443474041727,30.470645317806888,67.97671033478893
04-05-2020,5:00 PM,1362,64,4549,4535.0,14.0,3123,1.4069026159595515,29.940646295889206,68.65245108815124
05-05-2020,5:00 PM,1431,64,4898,4884.0,14.0,3403,1.3066557778685177,29.216006533278886,69.47733768885259
06-05-2020,8:00 AM,1468,64,5104,5090.0,14.0,3572,1.2539184952978055,28.761755485893413,69.98432601880877
07-05-2020,8:00 AM,1542,65,5532,5518.0,14.0,3925,1.1749819233550254,27.874186550976138,70.95083152566883
08-05-2020,8:00 AM,1931,66,5980,5966.0,14.0,3983,1.1036789297658862,32.29096989966555,66.60535117056855
09-05-2020,8:00 AM,2020,68,6318,6304.0,14.0,4230,1.076289965178854,31.972143083254196,66.95156695156696
10-05-2020,8:00 AM,2020,73,6542,6528.0,14.0,4449,1.1158667074289208,30.87740752063589,68.00672577193518
11-05-2020,8:00 AM,2069,73,6923,6909.0,14.0,4781,1.054456160624007,29.885887620973566,69.05965621840244
12-05-2020,8:00 AM,2129,73,7233,7219.0,14.0,5031,1.0092630996820129,29.434536153739803,69.55620074657818
13-05-2020,8:00 AM,2512,86,7639,7625.0,14.0,5041,1.125801806519178,32.883885325304355,65.99031286817646
14-05-2020,8:00 AM,2858,106,7998,7984.0,14.0,5034,1.3253313328332084,35.73393348337085,62.94073518379595
15-05-2020,8:00 AM,3045,115,8470,8456.0,14.0,5310,1.357733175914994,35.9504132231405,62.69185360094451
16-05-2020,8:00 AM,3518,123,8895,8881.0,14.0,5254,1.3827993254637436,39.550309162450816,59.06689151208544
17-05-2020,8:00 AM,3926,129,9333,9319.0,14.0,5278,1.3821922211507554,42.06578806385942,56.55201971498982
18-05-2020,8:00 AM,4485,160,10054,10040.0,14.0,5409,1.5914064054107817,44.60911080167097,53.79948279291824
19-05-2020,8:00 AM,4485,168,10054,10040.0,14.0,5401,1.670976725681321,44.60911080167097,53.7199124726477
20-05-2020,8:00 AM,4750,168,10554,10540.0,14.0,5636,1.5918135304150087,45.00663255637673,53.40155391320827
21-05-2020,8:00 AM,5192,176,11088,11074.0,14.0,5720,1.5873015873015872,46.82539682539682,51.587301587301596
22-05-2020,8:00 AM,5567,194,11659,11645.0,14.0,5898,1.6639505961060126,47.74852045629985,50.58752894759413
23-05-2020,8:00 AM,5897,208,12319,12305.0,14.0,6214,1.6884487377222177,47.869145222826525,50.44240603945126
24-05-2020,8:00 AM,6267,231,12910,12896.0,14.0,6412,1.7893106119287374,48.5437645236251,49.666924864446166
25-05-2020,8:00 AM,6540,261,13418,13404.0,14.0,6617,1.9451483082426593,48.7404978387241,49.31435385303324
26-05-2020,8:00 AM,6771,276,14053,14039.0,14.0,7006,1.9639934533551555,48.18188287198463,49.854123674660215
27-05-2020,8:00 AM,7223,288,14465,14451.0,14.0,6954,1.991012789491877,49.93432423090218,48.07466297960595
28-05-2020,8:00 AM,7264,303,15257,15243.0,14.0,7690,1.9859736514386839,47.61093268663564,50.403093661925666
29-05-2020,8:00 AM,7495,316,16281,16267.0,14.0,8470,1.9409127203488727,46.0352558196671,52.023831459984024
30-05-2020,8:00 AM,7846,398,17386,17372.0,14.0,9142,2.289198205452663,45.12826412055677,52.58253767399057
31-05-2020,8:00 AM,8075,416,18549,18535.0,14.0,10058,2.2427085018060273,43.53334411558575,54.22394738260823
01-06-2020,8:00 AM,8478,473,19844,19830.0,14.0,10893,2.383592017738359,42.7232412819996,54.89316670026204
02-06-2020,8:00 AM,8746,523,20834,20820.0,14.0,11565,2.5103196697705674,41.97945665738697,55.51022367284247
03-06-2020,8:00 AM,9243,556,22132,22118.0,14.0,12333,2.5121995300921744,41.7630580155431,55.724742454364716
04-06-2020,8:00 AM,9542,606,23645,23631.0,14.0,13497,2.5629097060689365,40.35525481074223,57.08183548318884
05-06-2020,8:00 AM,9898,650,25004,24990.0,14.0,14456,2.599584066549352,39.585666293393054,57.81474964005759
06-06-2020,8:00 AM,10315,708,26334,26320.0,14.0,15311,2.688539530644794,39.16989443305233,58.14156603630288
07-06-2020,8:00 AM,10664,761,27654,27640.0,14.0,16229,2.7518622984016776,38.56223331163665,58.68590438996167
08-06-2020,8:00 AM,10664,761,27654,27640.0,14.0,16229,2.7518622984016776,38.56223331163665,58.68590438996167
09-06-2020,8:00 AM,11357,874,29943,29929.0,14.0,17712,2.9188792038205924,37.92873125605317,59.15238954012624
10-06-2020,8:00 AM,11861,905,31309,31295.0,14.0,18543,2.8905426554664793,37.88367562042863,59.225781724104884
11-06-2020,8:00 AM,12245,984,32810,32796.0,14.0,19581,2.9990856446205427,37.320938738189575,59.67997561718988
12-06-2020,8:00 AM,12731,1085,34687,34673.0,14.0,20871,3.1279730158272554,36.70251102718598,60.169515956986764
13-06-2020,8:00 AM,13398,1214,36824,36810.0,14.0,22212,3.296762980664784,36.38388007820986,60.319356941125356
14-06-2020,8:00 AM,14945,1271,38958,38944.0,14.0,22742,3.262487807382309,38.36182555572668,58.37568663689101
15-06-2020,8:00 AM,15823,1327,41182,41168.0,14.0,24032,3.2222815793307755,38.42212617162838,58.355592249040846
16-06-2020,8:00 AM,16427,1400,42829,42815.0,14.0,25002,3.2688131873263444,38.354853020149896,58.37633379252376
17-06-2020,8:00 AM,16500,1837,44688,44674.0,14.0,26351,4.110723236663087,36.92266380236305,58.96661296097386
18-06-2020,8:00 AM,17457,1904,47102,47088.0,14.0,27741,4.042291197825994,37.06212050443718,58.89558829773682
