Date,Time,Cured,Deaths,Confirmed,Total_Confirmed_cases_Indian_National,Total_Confirmed_cases_Foreign_National,Active cases,%Death rate,%Cure rate,%Active rate
12-08-2020,8:00 AM,250680,5159,308649,308640.0,9.0,52810,1.6714779571616951,81.2184714675894,17.11005057524891
13-08-2020,8:00 AM,256313,5278,314520,314511.0,9.0,52929,1.6781126796388146,81.49338674806053,16.828500572300648
14-08-2020,8:00 AM,261459,5397,320355,320346.0,9.0,53499,1.6846935431006227,81.61539542070516,16.699911036194223
15-08-2020,8:00 AM,267015,5514,326245,326236.0,9.0,53716,1.6901408450704223,81.8449324893868,16.464926665542766
16-08-2020,8:00 AM,272251,5641,332105,332096.0,9.0,54213,1.698559190617425,81.9773866698785,16.32405413950407
17-08-2020,8:00 AM,278270,5766,338055,338046.0,9.0,54019,1.7056396148555708,82.31500791291357,15.97935247223085
18-08-2020,8:00 AM,283937,5886,343945,343936.0,9.0,54122,1.711320123857012,82.55302446612104,15.73565541002195
19-08-2020,8:00 AM,289787,6007,349654,349645.0,9.0,53860,1.717984064246369,82.87821675141711,15.403799184336517
20-08-2020,8:00 AM,296171,6123,355449,355440.0,9.0,53155,1.7226099946827815,83.32306463093158,14.954325374385636
21-08-2020,8:00 AM,301913,6239,361435,361426.0,9.0,53283,1.7261748308824547,83.53175536403504,14.742069805082519
22-08-2020,8:00 AM,307677,6340,367430,367421.0,9.0,53413,1.7254987344528212,83.73758266880766,14.536918596739515
23-08-2020,8:00 AM,313280,6420,373410,373401.0,9.0,53710,1.7192897887041054,83.89705685439597,14.383653356899922
24-08-2020,8:00 AM,319327,6517,379385,379376.0,9.0,53541,1.7177800914638164,84.16964297481451,14.112576933721682
25-08-2020,8:00 AM,325456,6614,385352,385343.0,9.0,53282,1.7163528410388424,84.4568083207042,13.826838838256968
26-08-2020,8:00 AM,332454,6721,391303,391294.0,9.0,52128,1.7175948050487728,84.96075930928207,13.321645885669161
27-08-2020,8:00 AM,338060,6839,397261,397252.0,9.0,52362,1.7215382330508153,85.0977065455708,13.180755221378387
28-08-2020,8:00 AM,343930,6948,403242,403233.0,9.0,52364,1.7230348029223148,85.29121470481745,12.985750492260232
29-08-2020,8:00 AM,349682,7050,409238,409229.0,9.0,52506,1.7227139219720553,85.4470992429833,12.830186835044643
30-08-2020,8:00 AM,355727,7137,415590,415581.0,9.0,52726,1.7173175485454415,85.59565918332972,12.687023268124834
31-08-2020,8:00 AM,362133,7231,422085,422076.0,9.0,52721,1.7131620408211616,85.79622587867372,12.490612080505112
01-09-2020,8:00 AM,368141,7322,428041,428032.0,9.0,52578,1.7105837992154957,86.00601344263751,12.283402758147
02-09-2020,8:00 AM,374172,7418,433969,433960.0,9.0,52379,1.7093386854821428,86.22090517986308,12.06975613465478
