Date,Time,State/UnionTerritory,Cured,Deaths,Confirmed,Total_Confirmed_cases_Indian_National,Total_Confirmed_cases_Foreign_National,Active cases,%Death rate,%Cure rate,%Active rate
18-05-2020,8:00 AM,Uttarakhand,52,1,92,83.0,9.0,39,1.0869565217391304,56.52173913043478,42.391304347826086
18-05-2020,8:00 AM,Uttar Pradesh,2441,104,4259,4250.0,9.0,1714,2.4418877670814747,57.31392345621038,40.24418877670814
18-05-2020,8:00 AM,West Bengal,959,238,2677,2677.0,0.0,1480,8.890549122151663,35.82368322749346,55.28576765035488
19-05-2020,8:00 AM,Andaman and Nicobar Islands,33,0,33,33.0,0.0,0,0.0,100.0,0.0
19-05-2020,8:00 AM,Andhra Pradesh,1552,50,2474,2474.0,0.0,872,2.021018593371059,62.73241713823767,35.24656426839127
19-05-2020,8:00 AM,Arunachal Pradesh,1,0,1,1.0,0.0,0,0.0,100.0,0.0
19-05-2020,8:00 AM,Assam,41,2,107,107.0,0.0,64,1.8691588785046727,38.31775700934579,59.813084112149525
19-05-2020,8:00 AM,Bihar,494,9,1391,1391.0,0.0,888,0.6470165348670022,35.51401869158878,63.83896477354421
19-05-2020,8:00 AM,Chandigarh,54,3,196,196.0,0.0,139,1.530612244897959,27.55102040816326,70.91836734693877
19-05-2020,8:00 AM,Chhattisgarh,59,0,93,93.0,0.0,34,0.0,63.44086021505376,36.55913978494624
19-05-2020,8:00 AM,Dadar Nagar Haveli,0,0,1,1.0,0.0,1,0.0,0.0,100.0
19-05-2020,8:00 AM,Delhi,4485,168,10054,10040.0,14.0,5401,1.670976725681321,44.60911080167097,53.7199124726477
19-05-2020,8:00 AM,Goa,7,0,38,34.0,4.0,31,0.0,18.421052631578945,81.57894736842105
19-05-2020,8:00 AM,Gujarat,4804,694,11745,11736.0,9.0,6247,5.908897403150277,40.902511707109404,53.18859088974032
19-05-2020,8:00 AM,Haryana,598,14,928,912.0,16.0,316,1.5086206896551724,64.4396551724138,34.05172413793103
19-05-2020,8:00 AM,Himachal Pradesh,44,3,90,90.0,0.0,43,3.3333333333333335,48.888888888888886,47.77777777777778
19-05-2020,8:00 AM,Jammu and Kashmir,609,15,1289,1289.0,0.0,665,1.1636927851047323,47.24592707525213,51.59038013964313
19-05-2020,8:00 AM,Jharkhand,113,3,223,223.0,0.0,107,1.345291479820628,50.672645739910315,47.98206278026906
19-05-2020,8:00 AM,Karnataka,530,37,1246,1246.0,0.0,679,2.9695024077046552,42.53611556982344,54.49438202247191
19-05-2020,8:00 AM,Kerala,497,4,630,620.0,10.0,129,0.6349206349206349,78.88888888888889,20.476190476190474
19-05-2020,8:00 AM,Ladakh,41,0,43,43.0,0.0,2,0.0,95.34883720930233,4.651162790697675
19-05-2020,8:00 AM,Madhya Pradesh,2435,252,5236,5236.0,0.0,2549,4.81283422459893,46.50496562261268,48.68220015278839
19-05-2020,8:00 AM,Maharashtra,8437,1249,35058,35048.0,10.0,25372,3.5626675794397857,24.065833761195734,72.37149865936449
19-05-2020,8:00 AM,Manipur,2,0,7,7.0,0.0,5,0.0,28.57142857142857,71.42857142857143
19-05-2020,8:00 AM,Meghalaya,11,1,13,13.0,0.0,1,7.6923076923076925,84.61538461538461,7.6923076923076925
19-05-2020,8:00 AM,Mizoram,1,0,1,1.0,0.0,0,0.0,100.0,0.0
19-05-2020,8:00 AM,Odisha,220,4,876,876.0,0.0,652,0.45662100456621,25.11415525114155,74.42922374429224
19-05-2020,8:00 AM,Puducherry,9,1,18,18.0,0.0,8,5.555555555555555,50.0,44.44444444444444
19-05-2020,8:00 AM,Punjab,1547,37,1980,1980.0,0.0,396,1.8686868686868685,78.13131313131314,20.0
19-05-2020,8:00 AM,Rajasthan,3218,138,5507,5498.0,9.0,2151,2.5059015798075177,58.434719447975304,39.05937897221718
19-05-2020,8:00 AM,Tamil Nadu,4406,81,11760,11751.0,9.0,7273,0.6887755102040817,37.465986394557824,61.845238095238095
19-05-2020,8:00 AM,Telengana,1000,35,1597,1585.0,12.0,562,2.1916092673763305,62.61740763932373,35.19098309329994
19-05-2020,8:00 AM,Tripura,85,0,167,167.0,0.0,82,0.0,50.898203592814376,49.101796407185624
19-05-2020,8:00 AM,Uttarakhand,52,1,93,84.0,9.0,40,1.0752688172043012,55.91397849462365,43.01075268817204
19-05-2020,8:00 AM,Uttar Pradesh,2783,118,4605,4596.0,9.0,1704,2.5624321389793705,60.4343105320304,37.00325732899023
19-05-2020,8:00 AM,West Bengal,1006,244,2825,2825.0,0.0,1575,8.63716814159292,35.61061946902655,55.75221238938053
20-05-2020,8:00 AM,Andaman and Nicobar Islands,33,0,33,33.0,0.0,0,0.0,100.0,0.0
20-05-2020,8:00 AM,Andhra Pradesh,1621,52,2532,2532.0,0.0,859,2.0537124802527646,64.02053712480253,33.92575039494471
20-05-2020,8:00 AM,Arunachal Pradesh,1,0,1,1.0,0.0,0,0.0,100.0,0.0
20-05-2020,8:00 AM,Assam,41,4,142,142.0,0.0,97,2.8169014084507045,28.87323943661972,68.30985915492957
20-05-2020,8:00 AM,Bihar,534,9,1498,1498.0,0.0,955,0.6008010680907877,35.647530040053404,63.75166889185581
20-05-2020,8:00 AM,Chandigarh,57,3,200,200.0,0.0,140,1.5,28.499999999999996,70.0
20-05-2020,8:00 AM,Chhattisgarh,59,0,101,101.0,0.0,42,0.0,58.415841584158414,41.584158415841586
20-05-2020,8:00 AM,Dadar Nagar Haveli,0,0,1,1.0,0.0,1,0.0,0.0,100.0
20-05-2020,8:00 AM,Delhi,4750,168,10554,10540.0,14.0,5636,1.5918135304150087,45.00663255637673,53.40155391320827
20-05-2020,8:00 AM,Goa,7,0,46,42.0,4.0,39,0.0,15.217391304347828,84.78260869565217
20-05-2020,8:00 AM,Gujarat,5043,719,12140,12131.0,9.0,6378,5.922570016474465,41.540362438220754,52.53706754530478
20-05-2020,8:00 AM,Haryana,627,14,964,948.0,16.0,323,1.4522821576763485,65.04149377593362,33.50622406639004
20-05-2020,8:00 AM,Himachal Pradesh,47,3,92,92.0,0.0,42,3.260869565217391,51.08695652173913,45.65217391304348
20-05-2020,8:00 AM,Jammu and Kashmir,653,17,1317,1317.0,0.0,647,1.29081245254366,49.582384206529994,49.12680334092635
20-05-2020,8:00 AM,Jharkhand,127,3,231,231.0,0.0,101,1.2987012987012987,54.97835497835498,43.722943722943725
20-05-2020,8:00 AM,Karnataka,544,40,1397,1397.0,0.0,813,2.863278453829635,38.94058697208303,58.19613457408733
20-05-2020,8:00 AM,Kerala,497,4,642,632.0,10.0,141,0.6230529595015576,77.41433021806854,21.962616822429908
20-05-2020,8:00 AM,Ladakh,43,0,43,43.0,0.0,0,0.0,100.0,0.0
20-05-2020,8:00 AM,Madhya Pradesh,2630,258,5465,5465.0,0.0,2577,4.7209515096065875,48.12442817932296,47.15462031107045
20-05-2020,8:00 AM,Maharashtra,9639,1325,37136,37126.0,10.0,26172,3.5679663937957775,25.955945713054717,70.47608789314951
20-05-2020,8:00 AM,Manipur,2,0,9,9.0,0.0,7,0.0,22.22222222222222,77.77777777777779
20-05-2020,8:00 AM,Meghalaya,12,1,13,13.0,0.0,0,7.6923076923076925,92.3076923076923,0.0
20-05-2020,8:00 AM,Mizoram,1,0,1,1.0,0.0,0,0.0,100.0,0.0
20-05-2020,8:00 AM,Odisha,277,5,978,978.0,0.0,696,0.5112474437627812,28.323108384458077,71.16564417177914
20-05-2020,8:00 AM,Puducherry,9,1,18,18.0,0.0,8,5.555555555555555,50.0,44.44444444444444
20-05-2020,8:00 AM,Punjab,1642,38,2002,2002.0,0.0,322,1.898101898101898,82.01798201798202,16.083916083916083
20-05-2020,8:00 AM,Rajasthan,3337,143,5845,5836.0,9.0,2365,2.446535500427716,57.09153122326776,40.461933276304535
20-05-2020,8:00 AM,Tamil Nadu,4895,84,12448,12439.0,9.0,7469,0.6748071979434447,39.32358611825193,60.00160668380463
20-05-2020,8:00 AM,Telengana,1010,38,1634,1622.0,12.0,586,2.3255813953488373,61.811505507955935,35.86291309669522
20-05-2020,8:00 AM,Tripura,116,0,173,173.0,0.0,57,0.0,67.05202312138728,32.947976878612714
20-05-2020,8:00 AM,Uttarakhand,52,1,111,102.0,9.0,58,0.9009009009009009,46.846846846846844,52.25225225225225
20-05-2020,8:00 AM,Uttar Pradesh,2918,123,4926,4917.0,9.0,1885,2.496954933008526,59.23670320747056,38.26634185952091
20-05-2020,8:00 AM,West Bengal,1074,250,2961,2961.0,0.0,1637,8.443093549476528,36.271529888551164,55.28537656197231
20-05-2020,8:00 AM,Cases being reassigned to states,0,0,1096,1096.0,0.0,1096,0.0,0.0,100.0
21-05-2020,8:00 AM,Andaman and Nicobar Islands,33,0,33,33.0,0.0,0,0.0,100.0,0.0
21-05-2020,8:00 AM,Andhra Pradesh,1640,53,2602,2602.0,0.0,909,2.0368946963873946,63.02843966179862,34.934665641813986
21-05-2020,8:00 AM,Arunachal Pradesh,1,0,1,1.0,0.0,0,0.0,100.0,0.0
21-05-2020,8:00 AM,Assam,48,4,170,170.0,0.0,118,2.3529411764705883,28.235294117647058,69.41176470588235
21-05-2020,8:00 AM,Bihar,571,10,1674,1674.0,0.0,1093,0.5973715651135006,34.10991636798089,65.29271206690561
21-05-2020,8:00 AM,Chandigarh,57,3,202,202.0,0.0,142,1.4851485148514851,28.217821782178216,70.29702970297029
21-05-2020,8:00 AM,Chhattisgarh,59,0,115,115.0,0.0,56,0.0,51.30434782608696,48.69565217391305
21-05-2020,8:00 AM,Dadar Nagar Haveli,0,0,1,1.0,0.0,1,0.0,0.0,100.0
21-05-2020,8:00 AM,Delhi,5192,176,11088,11074.0,14.0,5720,1.5873015873015872,46.82539682539682,51.587301587301596
21-05-2020,8:00 AM,Goa,7,0,50,46.0,4.0,43,0.0,14.000000000000002,86.0
21-05-2020,8:00 AM,Gujarat,5219,749,12537,12528.0,9.0,6569,5.974316024567281,41.62877881470846,52.39690516072426
21-05-2020,8:00 AM,Haryana,648,14,993,977.0,16.0,331,1.4098690835850958,65.25679758308158,33.33333333333333
21-05-2020,8:00 AM,Himachal Pradesh,54,3,110,110.0,0.0,53,2.727272727272727,49.09090909090909,48.18181818181818
21-05-2020,8:00 AM,Jammu and Kashmir,678,18,1390,1390.0,0.0,694,1.2949640287769784,48.776978417266186,49.92805755395683
21-05-2020,8:00 AM,Jharkhand,127,3,231,231.0,0.0,101,1.2987012987012987,54.97835497835498,43.722943722943725
21-05-2020,8:00 AM,Karnataka,556,41,1462,1462.0,0.0,865,2.80437756497948,38.03009575923393,59.165526675786595
21-05-2020,8:00 AM,Kerala,502,4,666,656.0,10.0,160,0.6006006006006006,75.37537537537537,24.024024024024023
21-05-2020,8:00 AM,Ladakh,43,0,44,44.0,0.0,1,0.0,97.72727272727273,2.272727272727273
21-05-2020,8:00 AM,Madhya Pradesh,2733,267,5735,5735.0,0.0,2735,4.655623365300785,47.65475152571927,47.689625108979946
21-05-2020,8:00 AM,Maharashtra,10318,1390,39297,39287.0,10.0,27589,3.5371656869481134,26.256457235921317,70.20637707713057
21-05-2020,8:00 AM,Manipur,2,0,25,25.0,0.0,23,0.0,8.0,92.0
21-05-2020,8:00 AM,Meghalaya,12,1,14,14.0,0.0,1,7.142857142857142,85.71428571428571,7.142857142857142
21-05-2020,8:00 AM,Mizoram,1,0,1,1.0,0.0,0,0.0,100.0,0.0
21-05-2020,8:00 AM,Odisha,307,6,1052,1052.0,0.0,739,0.5703422053231939,29.182509505703425,70.24714828897338
21-05-2020,8:00 AM,Puducherry,9,0,18,18.0,0.0,9,0.0,50.0,50.0
21-05-2020,8:00 AM,Punjab,1794,38,2005,2005.0,0.0,173,1.8952618453865335,89.47630922693267,8.628428927680797
21-05-2020,8:00 AM,Rajasthan,3404,147,6015,6006.0,9.0,2464,2.4438902743142146,56.59185369908562,40.96425602660017
21-05-2020,8:00 AM,Tamil Nadu,5882,87,13191,13182.0,9.0,7222,0.6595405958608141,44.591009021302405,54.749450382836784
21-05-2020,8:00 AM,Telengana,1015,40,1661,1649.0,12.0,606,2.408187838651415,61.10776640577965,36.484045755568935
21-05-2020,8:00 AM,Tripura,133,0,173,173.0,0.0,40,0.0,76.878612716763,23.121387283236995
21-05-2020,8:00 AM,Uttarakhand,53,1,122,113.0,9.0,68,0.819672131147541,43.44262295081967,55.73770491803278
21-05-2020,8:00 AM,Uttar Pradesh,3066,127,5175,5166.0,9.0,1982,2.4541062801932365,59.2463768115942,38.29951690821256
21-05-2020,8:00 AM,West Bengal,1136,253,3103,3103.0,0.0,1714,8.153399935546247,36.60973251691911,55.236867547534644
21-05-2020,8:00 AM,Cases being reassigned to states,0,0,1403,1402.0,1.0,1403,0.0,0.0,100.0
22-05-2020,8:00 AM,Andaman and Nicobar Islands,33,0,33,33.0,0.0,0,0.0,100.0,0.0
22-05-2020,8:00 AM,Andhra Pradesh,1709,53,2647,2647.0,0.0,885,2.0022667170381565,64.5636569701549,33.43407631280695
22-05-2020,8:00 AM,Arunachal Pradesh,1,0,1,1.0,0.0,0,0.0,100.0,0.0
22-05-2020,8:00 AM,Assam,54,4,203,203.0,0.0,145,1.9704433497536946,26.60098522167488,71.42857142857143
22-05-2020,8:00 AM,Bihar,593,11,1982,1982.0,0.0,1378,0.554994954591322,29.919273461150354,69.52573158425832
22-05-2020,8:00 AM,Chandigarh,139,3,217,217.0,0.0,75,1.3824884792626728,64.0552995391705,34.56221198156682
22-05-2020,8:00 AM,Chhattisgarh,59,0,128,128.0,0.0,69,0.0,46.09375,53.90625
22-05-2020,8:00 AM,Dadar Nagar Haveli,0,0,1,1.0,0.0,1,0.0,0.0,100.0
22-05-2020,8:00 AM,Delhi,5567,194,11659,11645.0,14.0,5898,1.6639505961060126,47.74852045629985,50.58752894759413
22-05-2020,8:00 AM,Goa,7,0,52,48.0,4.0,45,0.0,13.461538461538462,86.53846153846155
22-05-2020,8:00 AM,Gujarat,5488,773,12905,12896.0,9.0,6644,5.989926385122046,42.526152654010076,51.48392096086788
22-05-2020,8:00 AM,Haryana,681,15,1031,1015.0,16.0,335,1.454898157129001,66.05237633365665,32.49272550921435
22-05-2020,8:00 AM,Himachal Pradesh,59,3,152,152.0,0.0,90,1.9736842105263157,38.81578947368421,59.210526315789465
22-05-2020,8:00 AM,Jammu and Kashmir,684,20,1449,1449.0,0.0,745,1.3802622498274673,47.20496894409938,51.414768806073155
22-05-2020,8:00 AM,Jharkhand,129,3,290,290.0,0.0,158,1.0344827586206897,44.48275862068966,54.48275862068965
22-05-2020,8:00 AM,Karnataka,571,41,1605,1605.0,0.0,993,2.554517133956386,35.57632398753894,61.86915887850467
22-05-2020,8:00 AM,Kerala,510,4,690,680.0,10.0,176,0.5797101449275363,73.91304347826086,25.507246376811594
22-05-2020,8:00 AM,Ladakh,43,0,44,44.0,0.0,1,0.0,97.72727272727273,2.272727272727273
22-05-2020,8:00 AM,Madhya Pradesh,2843,270,5981,5981.0,0.0,2868,4.514295268349774,47.53385721451263,47.9518475171376
22-05-2020,8:00 AM,Maharashtra,11726,1454,41642,41632.0,10.0,28462,3.4916670669036067,28.159070169540367,68.34926276355603
22-05-2020,8:00 AM,Manipur,2,0,25,25.0,0.0,23,0.0,8.0,92.0
22-05-2020,8:00 AM,Meghalaya,12,1,14,14.0,0.0,1,7.142857142857142,85.71428571428571,7.142857142857142
22-05-2020,8:00 AM,Mizoram,1,0,1,1.0,0.0,0,0.0,100.0,0.0
22-05-2020,8:00 AM,Odisha,393,7,1103,1103.0,0.0,703,0.6346328195829556,35.63009972801451,63.73526745240253
22-05-2020,8:00 AM,Puducherry,10,0,20,20.0,0.0,10,0.0,50.0,50.0
22-05-2020,8:00 AM,Punjab,1819,39,2028,2028.0,0.0,170,1.9230769230769231,89.69428007889546,8.382642998027613
22-05-2020,8:00 AM,Rajasthan,3485,151,6227,6218.0,9.0,2591,2.4249237192869764,55.96595471334511,41.609121567367914
22-05-2020,8:00 AM,Tamil Nadu,6282,94,13967,13958.0,9.0,7591,0.673014963843345,44.97744683897759,54.34953819717907
22-05-2020,8:00 AM,Telengana,1035,45,1699,1687.0,12.0,619,2.64861683343143,60.9181871689229,36.433195997645676
22-05-2020,8:00 AM,Tripura,148,0,173,173.0,0.0,25,0.0,85.54913294797689,14.450867052023122
22-05-2020,8:00 AM,Uttarakhand,54,1,146,137.0,9.0,91,0.684931506849315,36.986301369863014,62.328767123287676
22-05-2020,8:00 AM,Uttar Pradesh,3204,138,5515,5506.0,9.0,2173,2.502266545784225,58.09610154125113,39.40163191296464
22-05-2020,8:00 AM,West Bengal,1193,259,3197,3197.0,0.0,1745,8.101345010947764,37.316233969346264,54.582421019705976
22-05-2020,8:00 AM,Cases being reassigned to states,0,0,1620,1620.0,0.0,1620,0.0,0.0,100.0
23-05-2020,8:00 AM,Andaman and Nicobar Islands,33,0,33,33.0,0.0,0,0.0,100.0,0.0
23-05-2020,8:00 AM,Andhra Pradesh,1763,55,2709,2709.0,0.0,891,2.0302694721299375,65.07936507936508,32.89036544850498
23-05-2020,8:00 AM,Arunachal Pradesh,1,0,1,1.0,0.0,0,0.0,100.0,0.0
23-05-2020,8:00 AM,Assam,54,4,259,259.0,0.0,201,1.5444015444015444,20.84942084942085,77.60617760617761
23-05-2020,8:00 AM,Bihar,629,11,2177,2177.0,0.0,1537,0.5052824988516307,28.8929719797887,70.60174552135967
23-05-2020,8:00 AM,Chandigarh,178,3,218,218.0,0.0,37,1.3761467889908259,81.65137614678899,16.972477064220186
23-05-2020,8:00 AM,Chhattisgarh,62,0,172,172.0,0.0,110,0.0,36.04651162790697,63.95348837209303
23-05-2020,8:00 AM,Dadar Nagar Haveli,0,0,1,1.0,0.0,1,0.0,0.0,100.0
23-05-2020,8:00 AM,Delhi,5897,208,12319,12305.0,14.0,6214,1.6884487377222177,47.869145222826525,50.44240603945126
23-05-2020,8:00 AM,Goa,16,0,54,50.0,4.0,38,0.0,29.629629629629626,70.37037037037037
23-05-2020,8:00 AM,Gujarat,5880,802,13268,13259.0,9.0,6586,6.044618631293337,44.31715405486886,49.63822731383781
23-05-2020,8:00 AM,Haryana,706,16,1067,1051.0,16.0,345,1.499531396438613,66.1668228678538,32.33364573570759
23-05-2020,8:00 AM,Himachal Pradesh,59,3,168,168.0,0.0,106,1.7857142857142856,35.11904761904761,63.095238095238095
23-05-2020,8:00 AM,Jammu and Kashmir,720,20,1489,1489.0,0.0,749,1.3431833445265278,48.35460040295501,50.30221625251847
23-05-2020,8:00 AM,Jharkhand,136,3,308,308.0,0.0,169,0.974025974025974,44.15584415584416,54.87012987012987
23-05-2020,8:00 AM,Karnataka,597,41,1743,1743.0,0.0,1105,2.352266207687894,34.251290877796905,63.396442914515205
23-05-2020,8:00 AM,Kerala,512,4,732,722.0,10.0,216,0.546448087431694,69.94535519125684,29.508196721311474
23-05-2020,8:00 AM,Ladakh,43,0,44,44.0,0.0,1,0.0,97.72727272727273,2.272727272727273
23-05-2020,8:00 AM,Madhya Pradesh,3089,272,6170,6170.0,0.0,2809,4.408427876823338,50.06482982171799,45.526742301458675
23-05-2020,8:00 AM,Maharashtra,12583,1517,44582,44572.0,10.0,30482,3.402718585976403,28.224395495940062,68.37288591808354
23-05-2020,8:00 AM,Manipur,2,0,26,26.0,0.0,24,0.0,7.6923076923076925,92.3076923076923
23-05-2020,8:00 AM,Meghalaya,12,1,14,14.0,0.0,1,7.142857142857142,85.71428571428571,7.142857142857142
23-05-2020,8:00 AM,Mizoram,1,0,1,1.0,0.0,0,0.0,100.0,0.0
23-05-2020,8:00 AM,Odisha,436,7,1189,1189.0,0.0,746,0.5887300252312868,36.66947014297729,62.741799831791425
23-05-2020,8:00 AM,Puducherry,10,0,26,26.0,0.0,16,0.0,38.46153846153847,61.53846153846154
23-05-2020,8:00 AM,Punjab,1847,39,2029,2029.0,0.0,143,1.9221291276490884,91.03006407097092,7.0478068013799895
23-05-2020,8:00 AM,Rajasthan,3680,153,6494,6485.0,9.0,2661,2.356020942408377,56.6676932553126,40.97628580227903
23-05-2020,8:00 AM,Tamil Nadu,7128,98,14753,14744.0,9.0,7527,0.6642716735579204,48.31559682776385,51.02013149867823
23-05-2020,8:00 AM,Telengana,1043,45,1761,1749.0,12.0,673,2.555366269165247,59.227711527541175,38.216922203293585
23-05-2020,8:00 AM,Tripura,152,0,175,175.0,0.0,23,0.0,86.85714285714286,13.142857142857142
23-05-2020,8:00 AM,Uttarakhand,56,1,153,144.0,9.0,96,0.6535947712418301,36.60130718954248,62.745098039215684
23-05-2020,8:00 AM,Uttar Pradesh,3238,152,5735,5726.0,9.0,2345,2.6503923278116828,56.46033129904098,40.88927637314734
23-05-2020,8:00 AM,West Bengal,1221,265,3332,3332.0,0.0,1846,7.953181272509004,36.644657863145255,55.40216086434574
23-05-2020,8:00 AM,Cases being reassigned to states,0,0,1899,1892.0,7.0,1899,0.0,0.0,100.0
24-05-2020,8:00 AM,Andaman and Nicobar Islands,33,0,33,33.0,0.0,0,0.0,100.0,0.0
24-05-2020,8:00 AM,Andhra Pradesh,1809,56,2757,2757.0,0.0,892,2.0311933260790718,65.61479869423286,32.35400797968806
24-05-2020,8:00 AM,Arunachal Pradesh,1,0,1,1.0,0.0,0,0.0,100.0,0.0
24-05-2020,8:00 AM,Assam,55,4,329,329.0,0.0,270,1.21580547112462,16.717325227963524,82.06686930091185
24-05-2020,8:00 AM,Bihar,653,11,2380,2380.0,0.0,1716,0.46218487394957986,27.43697478991597,72.10084033613445
24-05-2020,8:00 AM,Chandigarh,179,3,225,225.0,0.0,43,1.3333333333333335,79.55555555555556,19.11111111111111
24-05-2020,8:00 AM,Chhattisgarh,64,0,214,214.0,0.0,150,0.0,29.906542056074763,70.09345794392523
24-05-2020,8:00 AM,Dadar Nagar Haveli,0,0,2,2.0,0.0,2,0.0,0.0,100.0
24-05-2020,8:00 AM,Delhi,6267,231,12910,12896.0,14.0,6412,1.7893106119287374,48.5437645236251,49.666924864446166
24-05-2020,8:00 AM,Goa,16,0,55,51.0,4.0,39,0.0,29.09090909090909,70.9090909090909
24-05-2020,8:00 AM,Gujarat,6169,829,13664,13655.0,9.0,6666,6.067037470725995,45.1478337236534,48.78512880562061
24-05-2020,8:00 AM,Haryana,750,16,1131,1115.0,16.0,365,1.414677276746242,66.3129973474801,32.272325375773654
24-05-2020,8:00 AM,Himachal Pradesh,61,3,185,185.0,0.0,121,1.6216216216216217,32.972972972972975,65.4054054054054
24-05-2020,8:00 AM,Jammu and Kashmir,774,21,1569,1569.0,0.0,774,1.338432122370937,49.330783938814534,49.330783938814534
24-05-2020,8:00 AM,Jharkhand,141,4,350,350.0,0.0,205,1.1428571428571428,40.285714285714285,58.57142857142858
24-05-2020,8:00 AM,Karnataka,608,42,1959,1959.0,0.0,1309,2.1439509954058193,31.03624298111281,66.81980602348136
24-05-2020,8:00 AM,Kerala,515,4,795,785.0,10.0,276,0.5031446540880503,64.77987421383648,34.71698113207547
24-05-2020,8:00 AM,Ladakh,43,0,49,49.0,0.0,6,0.0,87.75510204081633,12.244897959183673
24-05-2020,8:00 AM,Madhya Pradesh,3267,281,6371,6371.0,0.0,2823,4.410610579186941,51.27923402919479,44.310155391618274
24-05-2020,8:00 AM,Maharashtra,13404,1577,47190,47180.0,10.0,32209,3.341809705446069,28.404322949777495,68.25386734477644
24-05-2020,8:00 AM,Manipur,4,0,29,29.0,0.0,25,0.0,13.793103448275861,86.20689655172413
24-05-2020,8:00 AM,Meghalaya,12,1,14,14.0,0.0,1,7.142857142857142,85.71428571428571,7.142857142857142
24-05-2020,8:00 AM,Mizoram,1,0,1,1.0,0.0,0,0.0,100.0,0.0
24-05-2020,8:00 AM,Odisha,497,7,1269,1269.0,0.0,765,0.5516154452324665,39.16469661150512,60.28368794326241
24-05-2020,8:00 AM,Puducherry,10,0,26,26.0,0.0,16,0.0,38.46153846153847,61.53846153846154
24-05-2020,8:00 AM,Punjab,1870,39,2045,2045.0,0.0,136,1.9070904645476772,91.44254278728606,6.650366748166259
24-05-2020,8:00 AM,Rajasthan,3786,160,6742,6733.0,9.0,2796,2.373183031741323,56.15544348857906,41.47137347967962
24-05-2020,8:00 AM,Sikkim,0,0,1,1.0,0.0,1,0.0,0.0,100.0
24-05-2020,8:00 AM,Tamil Nadu,7491,103,15512,15503.0,9.0,7918,0.6640020629190304,48.29164517792677,51.0443527591542
24-05-2020,8:00 AM,Telengana,1065,49,1813,1801.0,12.0,699,2.7027027027027026,58.742415885273026,38.554881412024265
24-05-2020,8:00 AM,Tripura,153,0,189,189.0,0.0,36,0.0,80.95238095238095,19.047619047619047
24-05-2020,8:00 AM,Uttarakhand,56,2,244,235.0,9.0,186,0.819672131147541,22.950819672131146,76.22950819672131
24-05-2020,8:00 AM,Uttar Pradesh,3406,155,6017,6008.0,9.0,2456,2.5760345687219544,56.60628220043211,40.81768323084594
24-05-2020,8:00 AM,West Bengal,1281,269,3459,3459.0,0.0,1909,7.776814108123735,37.0338248048569,55.18936108701937
24-05-2020,8:00 AM,Cases being reassigned to states,0,0,2338,2338.0,0.0,2338,0.0,0.0,100.0
25-05-2020,8:00 AM,Andaman and Nicobar Islands,33,0,33,33.0,0.0,0,0.0,100.0,0.0
25-05-2020,8:00 AM,Andhra Pradesh,1856,56,2823,2823.0,0.0,911,1.983705278072972,65.74566064470422,32.270634077222816
25-05-2020,8:00 AM,Arunachal Pradesh,1,0,1,1.0,0.0,0,0.0,100.0,0.0
25-05-2020,8:00 AM,Assam,55,4,378,378.0,0.0,319,1.0582010582010581,14.550264550264549,84.39153439153439
25-05-2020,8:00 AM,Bihar,702,13,2587,2587.0,0.0,1872,0.5025125628140703,27.1356783919598,72.36180904522614
25-05-2020,8:00 AM,Chandigarh,186,3,238,238.0,0.0,49,1.2605042016806722,78.15126050420169,20.588235294117645
25-05-2020,8:00 AM,Chhattisgarh,67,0,252,252.0,0.0,185,0.0,26.58730158730159,73.4126984126984
25-05-2020,8:00 AM,Dadar Nagar Haveli,0,0,2,2.0,0.0,2,0.0,0.0,100.0
25-05-2020,8:00 AM,Delhi,6540,261,13418,13404.0,14.0,6617,1.9451483082426593,48.7404978387241,49.31435385303324
25-05-2020,8:00 AM,Goa,19,0,66,62.0,4.0,47,0.0,28.78787878787879,71.21212121212122
25-05-2020,8:00 AM,Gujarat,6412,858,14056,14047.0,9.0,6786,6.104154809334092,45.61752988047809,48.27831531018782
25-05-2020,8:00 AM,Haryana,765,16,1184,1168.0,16.0,403,1.3513513513513513,64.61148648648648,34.03716216216216
25-05-2020,8:00 AM,Himachal Pradesh,63,3,203,203.0,0.0,137,1.477832512315271,31.03448275862069,67.48768472906403
25-05-2020,8:00 AM,Jammu and Kashmir,809,21,1621,1621.0,0.0,791,1.2954966070326959,49.9074645280691,48.79703886489821
25-05-2020,8:00 AM,Jharkhand,148,4,370,370.0,0.0,218,1.0810810810810811,40.0,58.91891891891892
25-05-2020,8:00 AM,Karnataka,654,42,2089,2089.0,0.0,1393,2.010531354715175,31.306845380564862,66.68262326471996
25-05-2020,8:00 AM,Kerala,521,4,847,837.0,10.0,322,0.47225501770956313,61.511216056670605,38.01652892561984
25-05-2020,8:00 AM,Ladakh,43,0,52,52.0,0.0,9,0.0,82.6923076923077,17.307692307692307
25-05-2020,8:00 AM,Madhya Pradesh,3408,290,6665,6665.0,0.0,2967,4.351087771942986,51.13278319579895,44.516129032258064
25-05-2020,8:00 AM,Maharashtra,14600,1635,50231,50221.0,10.0,33996,3.2549620752125183,29.06571639027692,67.67932153451056
25-05-2020,8:00 AM,Manipur,4,0,32,32.0,0.0,28,0.0,12.5,87.5
25-05-2020,8:00 AM,Meghalaya,12,1,14,14.0,0.0,1,7.142857142857142,85.71428571428571,7.142857142857142
