Date,Time,Cured,Deaths,Confirmed,Total_Confirmed_cases_Indian_National,Total_Confirmed_cases_Foreign_National,Active cases,%Death rate,%Cure rate,%Active rate,Daily_cases
15-09-2020,8:00 AM,361823,7384,467689,467689.0,0.0,98482,1.5788269555195868,77.36401754157143,21.057155502908984,467689
16-09-2020,8:00 AM,369229,7481,475265,475265.0,0.0,98555,1.5740692034969965,77.68907872450107,20.736852072001934,475265
17-09-2020,8:00 AM,375809,7536,484990,484990.0,0.0,101645,1.553846471061259,77.48798944308129,20.95816408585744,484990
18-09-2020,8:00 AM,383077,7629,494356,494356.0,0.0,103650,1.543219865845666,77.4901083429755,20.966671791178825,494356
19-09-2020,8:00 AM,394026,7808,502982,502982.0,0.0,101148,1.552341833306162,78.33799221443311,20.109665952260716,502982
20-09-2020,8:00 AM,404841,7922,511346,511346.0,0.0,98583,1.5492445428340107,79.17163720846551,19.279118248700488,511346
21-09-2020,8:00 AM,413452,8023,519537,519537.0,0.0,98062,1.5442596003749494,79.58085757126057,18.874882828364488,519537
22-09-2020,8:00 AM,423377,8145,526876,526876.0,0.0,95354,1.5459045392084665,80.35609896825818,18.097996492533348,526876
23-09-2020,8:00 AM,432450,8228,533850,533850.0,0.0,93172,1.5412569073709843,81.00590053385783,17.452842558771188,533850
24-09-2020,8:00 AM,437910,8266,540847,540847.0,0.0,94671,1.528343505649472,80.96744550676995,17.50421098758059,540847
25-09-2020,8:00 AM,444658,8331,548557,548557.0,0.0,95568,1.5187118202848564,81.05957995249355,17.421708227221604,548557
26-09-2020,8:00 AM,450302,8417,557212,557212.0,0.0,98493,1.5105561258551503,80.8134067464448,17.67603712770005,557212
27-09-2020,8:00 AM,455719,8503,566023,566023.0,0.0,101801,1.502235774871339,80.51245267418462,17.985311550944044,566023
28-09-2020,8:00 AM,462241,8582,575566,575566.0,0.0,104743,1.491054023343978,80.31068548176926,18.19826049488677,575566
29-09-2020,8:00 AM,469750,8641,582458,582458.0,0.0,104067,1.4835404441178592,80.64959190190537,17.86686765397677,582458
30-09-2020,8:00 AM,476378,8777,592911,592911.0,0.0,107756,1.4803233537579839,80.34561679577543,18.174059850466595,592911
01-10-2020,8:00 AM,485268,8864,601767,601767.0,0.0,107635,1.472995361992266,80.64051368719122,17.886490950816512,601767
02-10-2020,8:00 AM,492412,8994,611837,611837.0,0.0,110431,1.4699993625753265,80.4809123998712,18.049088237553466,611837
03-10-2020,8:00 AM,499506,9119,620630,620630.0,0.0,112005,1.4693134395694698,80.48370204469651,18.046984515734014,620630
04-10-2020,8:00 AM,508495,9219,630516,630516.0,0.0,112802,1.4621357745084977,80.64743797143926,17.890426254052237,630516
05-10-2020,8:00 AM,515782,9286,640661,640661.0,0.0,115593,1.4494404997338686,80.50778805015445,18.04277145011168,640661
06-10-2020,8:00 AM,522846,9370,647712,647712.0,0.0,115496,1.4466306012548786,80.72198755002223,17.831381848722888,647712
07-10-2020,8:00 AM,533074,9461,657705,657705.0,0.0,115170,1.4384868596103118,81.05062299967311,17.510890140716583,657705
08-10-2020,8:00 AM,542906,9574,668652,668652.0,0.0,116172,1.4318359924145894,81.19410395841184,17.37406004917356,668652
09-10-2020,8:00 AM,552519,9675,679356,679356.0,0.0,117162,1.4241428647130518,81.32981823962695,17.246038895660007,679356
10-10-2020,8:00 AM,561610,9789,690269,690269.0,0.0,118870,1.418142782016866,81.36103461114436,17.220822606838784,690269
11-10-2020,8:00 AM,569947,9891,700786,700786.0,0.0,120948,1.4114151823809267,81.32967838969385,17.258906427925215,700786
12-10-2020,8:00 AM,580054,9966,710309,710309.0,0.0,120289,1.4030513480752742,81.662206166612,16.93474248531273,710309
13-10-2020,8:00 AM,592084,10036,717915,717915.0,0.0,115795,1.3979370816879435,82.4727161293468,16.129346788965268,717915
14-10-2020,8:00 AM,602505,10123,726106,726106.0,0.0,113478,1.394149063635337,82.97755424139174,15.62829669497291,726106
15-10-2020,8:00 AM,611167,10198,735371,735371.0,0.0,114006,1.3867829979697324,83.110022016098,15.50319498593227,735371
16-10-2020,8:00 AM,620008,10283,743848,743848.0,0.0,113557,1.3824060829631861,83.3514373904346,15.26615652660221,743848
17-10-2020,8:00 AM,628588,10356,751390,751390.0,0.0,112446,1.3782456513927521,83.65668960193774,14.965064746669507,751390
18-10-2020,8:00 AM,637481,10427,758574,758574.0,0.0,110666,1.3745527792937802,84.03675844413333,14.588688776572885,758574
19-10-2020,8:00 AM,645825,10478,765586,765586.0,0.0,109283,1.368624818113184,84.3569501009684,14.274425080918407,765586
